observable,sintetico,base,Q,timestamp,AGLOSI,valor,frac
CBA,mean,P,2003-08-15,2023-10-29 01:35:06.010911,False,169070.0,0.02
Total,mean,P,2023-02-15,2023-10-29 13:05:00.436325,False,1.0,0.02
CBA,median,P,2003-08-15,2023-10-29 01:35:06.010911,False,142880.0,0.02
Total,sum,P,2023-02-15,2023-10-29 13:05:00.436325,False,17195150.0,0.02
CBT,mean,P,2003-08-15,2023-10-29 01:35:06.010911,False,401090.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:05:00.436325,False,0.4568,0.02
CBT,median,P,2003-08-15,2023-10-29 01:35:06.010911,False,339780.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:05:00.436325,False,7854250.0,0.02
CB_EQUIV,mean,P,2003-08-15,2023-10-29 01:35:06.010911,False,3.951,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:05:00.436325,False,0.1271,0.02
CB_EQUIV,median,P,2003-08-15,2023-10-29 01:35:06.010911,False,3.29,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:05:00.436325,False,2185200.0,0.02
Indigencia,mean,P,2003-08-15,2023-10-29 01:35:06.010911,False,0.3094,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:05:00.436325,False,115300.0,0.02
Indigencia,sum,P,2003-08-15,2023-10-29 01:35:06.010911,False,4242250.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:05:00.436325,False,0.0,0.02
P47T_hogar,mean,P,2003-08-15,2023-10-29 01:35:06.010911,False,383800.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:05:00.436325,False,0.0,0.02
P47T_hogar,median,P,2003-08-15,2023-10-29 01:35:06.010911,False,240460.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:05:00.436325,False,77790.0,0.02
P47T_hogar,q10,P,2003-08-15,2023-10-29 01:35:06.010911,False,46860.0,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:05:00.436325,False,191000.0,0.02
P47T_hogar,q25,P,2003-08-15,2023-10-29 01:35:06.010911,False,107620.0,0.02
