observable,sintetico,base,Q,timestamp,AGLOSI,Region,valor,frac
CBA,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,150770.0,0.02
Total,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,1.0,0.02
CBA,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,139830.0,0.02
Total,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,1.0,0.02
CBT,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,384160.0,0.02
Total,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,1.0,0.02
CBT,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,356300.0,0.02
Total,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,1.0,0.02
CB_EQUIV,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,3.72,0.02
Total,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,1.0,0.02
CB_EQUIV,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,3.45,0.02
Total,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,1.0,0.02
Indigencia,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,0.2932,0.02
Total,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,1728900.0,0.02
Indigencia,sum,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,397500.0,0.02
Total,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,2819200.0,0.02
P47T_hogar,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,301930.0,0.02
Total,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,8241300.0,0.02
P47T_hogar,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,242100.0,0.02
Total,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,1994950.0,0.02
P47T_hogar,q10,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,53810.0,0.02
Total,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,1427200.0,0.02
P47T_hogar,q25,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,120010.0,0.02
Total,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,7355100.0,0.02
P47T_hogar,q75,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,403810.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,0.5469,0.02
P47T_hogar,q90,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,578220.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,0.5965,0.02
P47T_persona,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,77480.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,0.3688,0.02
P47T_persona,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,0.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,0.4323,0.02
P47T_persona,q10,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,0.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,0.4403,0.02
P47T_persona,q25,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,0.0,0.02
Pobreza,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,0.3368,0.02
P47T_persona,q75,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,115080.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,945500.0,0.02
P47T_persona,q90,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,240460.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,1681750.0,0.02
Pobreza,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,0.6619,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,3039350.0,0.02
Pobreza,sum,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,897350.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,862350.0,0.02
Total,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,1.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,628450.0,0.02
Total,sum,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,1355800.0,0.02
Pobreza,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,2477400.0,0.02
gap_indigencia,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,151160.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,0.1275,0.02
gap_indigencia,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,103750.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,0.213,0.02
gap_pobreza,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,-82230.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,0.0888,0.02
gap_pobreza,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,cuyo,-102620.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,0.0866,0.02
CBA,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,285310.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,0.1161,0.02
CBA,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,117780.0,0.02
Indigencia,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,0.0819,0.02
CBT,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,682870.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,220500.0,0.02
CBT,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,281910.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,600600.0,0.02
CB_EQUIV,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,6.274,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,731550.0,0.02
CB_EQUIV,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,2.59,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,172700.0,0.02
Indigencia,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,0.1538,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,165650.0,0.02
Indigencia,sum,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,8800.0,0.02
Indigencia,sum,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,602250.0,0.02
P47T_hogar,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,790730.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,99940.0,0.02
P47T_hogar,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,564400.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,83420.0,0.02
P47T_hogar,q10,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,127290.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,131510.0,0.02
P47T_hogar,q25,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,289110.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,119650.0,0.02
P47T_hogar,q75,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,987600.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,103310.0,0.02
P47T_hogar,q90,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,2134580.0,0.02
P47T_persona,mean,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,147850.0,0.02
P47T_persona,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,218500.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,0.0,0.02
P47T_persona,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,141580.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,0.0,0.02
P47T_persona,q10,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,0.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,0.0,0.02
P47T_persona,q25,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,0.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,0.0,0.02
P47T_persona,q75,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,302730.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,0.0,0.02
P47T_persona,q90,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,502440.0,0.02
P47T_persona,q10,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,0.0,0.02
Pobreza,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,0.2386,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,0.0,0.02
Pobreza,sum,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,13650.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,0.0,0.02
Total,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,1.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,0.0,0.02
Total,sum,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,57200.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,0.0,0.02
gap_indigencia,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,505420.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,0.0,0.02
gap_indigencia,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,390370.0,0.02
P47T_persona,q25,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,0.0,0.02
gap_pobreza,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,107860.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,67750.0,0.02
gap_pobreza,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,gran_buenos_aires,248920.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:07:49.867663,False,noreste,44750.0,0.02
CBA,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,noreste,159230.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:07:49.867663,False,pampeana,107390.0,0.02
CBA,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,noreste,145720.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:07:49.867663,True,cuyo,85300.0,0.02
CBT,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,noreste,356760.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:07:49.867663,True,noreste,69330.0,0.02
CBT,median,P,2003-08-15,2023-10-29 01:35:23.834203,False,noreste,326510.0,0.02
P47T_persona,median,P,2023-02-15,2023-10-29 13:07:49.867663,True,pampeana,115080.0,0.02
CB_EQUIV,mean,P,2003-08-15,2023-10-29 01:35:23.834203,False,noreste,3.912,0.02
P47T_persona,q75,P,2023-02-15,2023-10-29 13:07:49.867663,False,cuyo,162560.0,0.02
