observable,sintetico,base,Q,timestamp,AGLOSI,valor,frac
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,245660.0,0.02
Total,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,1.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,141970.0,0.02
Pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,0.3433,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,580510.0,0.02
Indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,0.0811,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,339590.0,0.02
P47T_persona,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,144260.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,5.651,0.02
P47T_persona,q25,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,0.0,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,3.22,0.02
P47T_persona,q75,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,234990.0,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,0.1903,0.02
P47T_hogar,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,1374370.0,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,4406000.0,0.02
P47T_hogar,q25,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,275750.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,900860.0,0.02
P47T_hogar,q75,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,671620.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,349740.0,0.02
CB_EQUIV,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,6.593,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,70940.0,0.02
CBA,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,325660.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,186650.0,0.02
gap_indigencia,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,1048720.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,596150.0,0.02
CBT,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,721300.0,0.02
P47T_hogar,q90,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,919500.0,0.02
gap_pobreza,mean,PAGLO,2023-02-15,2023-10-29 13:08:08.374220,True,653070.0,0.02
P47T_persona,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,130240.0,0.02
P47T_persona,median,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,53810.0,0.02
P47T_persona,q10,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,0.0,0.02
P47T_persona,q25,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,0.0,0.02
P47T_persona,q75,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,214310.0,0.02
P47T_persona,q90,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,339680.0,0.02
Pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,0.4566,0.02
Pobreza,sum,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,10575200.0,0.02
Total,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,1.0,0.02
Total,sum,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,23159000.0,0.02
gap_indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,655200.0,0.02
gap_indigencia,median,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,209790.0,0.02
gap_pobreza,mean,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,320350.0,0.02
gap_pobreza,median,PAGLO,2003-08-15,2023-10-29 01:35:29.529756,True,31740.0,0.02
CBA,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,245660.0,0.02
CBA,median,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,141970.0,0.02
CBT,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,580510.0,0.02
CBT,median,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,339590.0,0.02
CB_EQUIV,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,5.651,0.02
CB_EQUIV,median,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,3.22,0.02
Indigencia,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,0.1841,0.02
Indigencia,sum,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,4263500.0,0.02
P47T_hogar,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,1091370.0,0.02
P47T_hogar,median,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,342120.0,0.02
P47T_hogar,q10,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,76020.0,0.02
P47T_hogar,q25,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,186650.0,0.02
P47T_hogar,q75,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,582580.0,0.02
P47T_hogar,q90,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,893700.0,0.02
P47T_persona,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,124520.0,0.02
P47T_persona,median,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,53810.0,0.02
P47T_persona,q10,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,0.0,0.02
P47T_persona,q25,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,0.0,0.02
P47T_persona,q75,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,209430.0,0.02
P47T_persona,q90,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,331940.0,0.02
Pobreza,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,0.4671,0.02
Pobreza,sum,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,10816450.0,0.02
Total,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,1.0,0.02
Total,sum,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,23159000.0,0.02
gap_indigencia,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,845710.0,0.02
gap_indigencia,median,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,197950.0,0.02
gap_pobreza,mean,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,510860.0,0.02
gap_pobreza,median,PAGLO,2003-11-15,2023-10-29 01:36:41.696254,True,23060.0,0.02
CBA,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,174210.0,0.02
CBA,median,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,142340.0,0.02
CBT,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,414930.0,0.02
CBT,median,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,339680.0,0.02
CB_EQUIV,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,3.959,0.02
CB_EQUIV,median,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,3.22,0.02
Indigencia,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,0.1652,0.02
Indigencia,sum,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,3873100.0,0.02
P47T_hogar,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,634410.0,0.02
P47T_hogar,median,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,366570.0,0.02
P47T_hogar,q10,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,85300.0,0.02
P47T_hogar,q25,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,206980.0,0.02
P47T_hogar,q75,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,610110.0,0.02
P47T_hogar,q90,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,959300.0,0.02
P47T_persona,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,134170.0,0.02
P47T_persona,median,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,56350.0,0.02
P47T_persona,q10,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,0.0,0.02
P47T_persona,q25,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,0.0,0.02
P47T_persona,q75,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,219300.0,0.02
P47T_persona,q90,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,355690.0,0.02
Pobreza,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,0.4366,0.02
Pobreza,sum,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,10232650.0,0.02
Total,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,1.0,0.02
Total,sum,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,23439250.0,0.02
gap_indigencia,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,460200.0,0.02
gap_indigencia,median,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,220430.0,0.02
gap_pobreza,mean,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,219490.0,0.02
gap_pobreza,median,PAGLO,2004-02-15,2023-10-29 01:37:51.825953,True,44770.0,0.02
CBA,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,174210.0,0.02
CBA,median,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,142340.0,0.02
CBT,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,414930.0,0.02
CBT,median,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,339680.0,0.02
CB_EQUIV,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,3.959,0.02
CB_EQUIV,median,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,3.22,0.02
Indigencia,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,0.1786,0.02
Indigencia,sum,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,4186000.0,0.02
P47T_hogar,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,540070.0,0.02
P47T_hogar,median,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,333910.0,0.02
P47T_hogar,q10,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,83790.0,0.02
P47T_hogar,q25,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,191000.0,0.02
P47T_hogar,q75,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,558720.0,0.02
P47T_hogar,q90,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,860250.0,0.02
P47T_persona,mean,PAGLO,2004-05-15,2023-10-29 01:39:15.622928,True,121440.0,0.02
